target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,Tm13,Tm14,Tm15,Tm16,Tm17,Tm18,Tm19,Tm20,Tm21,Tm22,Tm23,Tm24,Tm25,Tm26,Tm27,Tm28,Tm29,trend,skew,mean,stddev,hurst,serialcorr,date
17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,17.417106501099997,8.71874972378,17.4150277275,17.416602990599998,8.7184765056,1.01146723792138,0.40665409827328397,18.7296152027945,7.76476632494057,-0.296361983238736,0.007861336778600129,2016-01-01 02:00:00
8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,17.417106501099997,8.71874972378,17.4150277275,17.416602990599998,0.980701731679029,0.40968145478518003,19.0295868390634,7.52864417709034,-0.32416819797964097,0.00549106184455606,2016-01-01 03:00:00
26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,17.417106501099997,8.71874972378,17.4150277275,1.01146676015136,0.406618737038616,18.7296058032993,7.764820929275089,-0.29789129289331107,0.00786308726813301,2016-01-01 04:00:00
35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,17.417106501099997,8.71874972378,1.02744641862095,0.30152737978591,19.038313959699302,7.88768254633926,-0.38902058018870705,0.0221639787262644,2016-01-01 05:00:00
34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,17.417106501099997,0.99356376562163,0.285335756897962,19.956053537769,8.1867482157899,-0.349196309268667,0.0171112578029778,2016-01-01 06:00:00
36.2168854054,34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,17.4154853098,1.0264435677878498,0.22086014400251,20.5601197847517,8.62716044718329,-0.17148322539220098,0.00659270803534318,2016-01-01 07:00:00
44.7091172392,36.2168854054,34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,8.71900448161,1.1071473781138101,0.15919813098495,21.208443925979303,9.077124522722789,-0.0466376332063874,0.00411962268388388,2016-01-01 08:00:00
35.5622569111,44.7091172392,36.2168854054,34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,17.4146400548,1.2100500096409499,0.324045686033138,22.4494822969307,9.744353211808571,-0.0966320539677676,0.0021853426355079603,2016-01-01 09:00:00
44.706716981099994,35.5622569111,44.7091172392,36.2168854054,34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,17.4957266954,1.21972199632068,0.196152077705102,23.075262188527198,9.98911292077411,0.0158689947833394,0.0006326075366062111,2016-01-01 10:00:00
35.6909919875,44.706716981099994,35.5622569111,44.7091172392,36.2168854054,34.9350276636,35.3331974878,26.3675642631,8.71715295344,17.4176539574,17.4163571309,8.716908681669999,17.4171020472,17.4156920055,8.71957323372,17.4164447408,17.41509759,8.71926333711,17.4159568364,17.4146410799,8.71900418545,26.3485664143,26.474750601,35.2880537539,26.4732333899,26.4729520236,35.2928606706,26.470625623000004,26.4708379149,26.350099631,1.29548111416305,0.19671112025306894,24.013572198379002,10.699070103105,-0.0944473965701957,0.0005438301975642099,2016-01-01 11:00:00
