target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,trend,skew,mean,stddev,hurst,serialcorr,date
15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,2.4141505820000497,-5.4206366610000005,4.165315239999931,7.640704933000049,0.8262151259999649,0.663698866139286,-1.15392256316482,-15.3097469881667,24.258571410651697,-0.456459375502315,0.911100661214598,2016-01-01 02:00:00
-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,2.4141505820000497,-5.4206366610000005,4.165315239999931,7.640704933000049,0.694528698605838,-0.994039746488405,-14.048710171166698,25.5334404613679,-0.45225344036189896,0.981675686471163,2016-01-01 03:00:00
20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,2.4141505820000497,-5.4206366610000005,4.165315239999931,0.652067958977799,-0.8713654009759301,-16.4109451274167,24.640046593207803,-0.535937603195065,0.737129305843742,2016-01-01 04:00:00
14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,2.4141505820000497,-5.4206366610000005,0.66259536567718,-0.6721039597342781,-15.087982733333302,26.2207412678831,-0.595550732206297,0.650277152055919,2016-01-01 05:00:00
30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,2.4141505820000497,0.658448783098188,-0.6585529411311639,-13.4280660923333,27.4882295397893,-0.557470794628005,0.9742888199272449,2016-01-01 06:00:00
46.06859392500011,30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,-63.734959205,0.8678212358756631,-0.470209146694806,-11.1086241351667,30.005526605732797,-0.54797436515895,0.516660711105007,2016-01-01 07:00:00
7.6474809589999495,46.06859392500011,30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,-13.034500980999999,0.931542613821846,-0.259660966955432,-1.958328041,29.2304573326696,-0.325127808145964,0.192679071723434,2016-01-01 08:00:00
35.2777361770001,7.6474809589999495,46.06859392500011,30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,-60.8148067080001,1.14015998684068,-0.439437449644202,-0.234829546000005,29.127557381982697,-0.373523440984754,0.231954852332355,2016-01-01 09:00:00
8.056602288999901,35.2777361770001,7.6474809589999495,46.06859392500011,30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,-24.7566147209999,0.8429013518893491,-0.00907649444731819,7.772882361083339,23.6533447200246,-0.5108346483360929,0.4750017016021379,2016-01-01 10:00:00
18.0200610720001,8.056602288999901,35.2777361770001,7.6474809589999495,46.06859392500011,30.247454068000003,14.498363030999998,20.040863969,-20.706114542,15.95865693,-10.143496073,-22.889055181999996,2.03071979200001,0.758091265347471,-0.0797796016103328,10.507317111916699,21.3338710560395,-0.430314199575914,0.498586878467574,2016-01-01 11:00:00
