target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,trend,skew,mean,stddev,hurst,serialcorr,date
10120.0,10065.0,10040.0,10120.0,10196.524529163,10195.0,10235.0,10275.0,10330.0,3.3799629894034795,-0.0765822184352881,10182.0655661454,101.02257707778,-0.0119464316712011,0.0808746755037447,1998-01-01
10180.0,10120.0,10065.0,10040.0,10120.0,10196.524529163,10195.0,10235.0,10275.0,1.9791854992762898,-0.0208355202636122,10155.8155661454,82.7163529669828,0.16499036460391697,0.0707816640221045,1998-01-02
10190.0,10180.0,10120.0,10065.0,10040.0,10120.0,10196.524529163,10195.0,10235.0,1.24378540703227,-0.263346818838497,10143.9405661454,68.8121645233611,0.259049039171337,0.128876135096465,1998-01-03
10140.0,10190.0,10180.0,10120.0,10065.0,10040.0,10120.0,10196.524529163,10195.0,0.9901041623651451,-0.496514572842974,10138.3155661454,61.7857170940878,0.250158552368757,0.13906372690229302,1998-01-04
10150.0,10140.0,10190.0,10180.0,10120.0,10065.0,10040.0,10120.0,10196.524529163,0.9182153935865921,-0.377180590579401,10131.4405661454,57.4877765067198,0.0661420767472337,0.22489146282644298,1998-01-05
10155.0,10150.0,10140.0,10190.0,10180.0,10120.0,10065.0,10040.0,10120.0,0.9150759042553639,-0.43939116647204207,10125.625,52.060232972422,0.156579115550274,0.11805079520490899,1998-01-06
10115.0,10155.0,10150.0,10140.0,10190.0,10180.0,10120.0,10065.0,10040.0,1.33011566529879,-0.656148317563559,10130.0,52.9824768875791,0.021089280948763,0.13818464892216298,1998-01-07
10145.0,10115.0,10155.0,10150.0,10140.0,10190.0,10180.0,10120.0,10065.0,0.994263681252183,-0.5617041950708941,10139.375,39.7705472500873,-0.0100418144055444,0.517416443511784,1998-01-08
10160.0,10145.0,10115.0,10155.0,10150.0,10140.0,10190.0,10180.0,10120.0,0.655986759998137,0.249470650267578,10149.375,26.109316892087197,-0.33332706877654494,0.9614048397728421,1998-01-09
10165.0,10160.0,10145.0,10115.0,10155.0,10150.0,10140.0,10190.0,10180.0,0.737371451025327,-0.0324058594996331,10154.375,23.366260780389,-0.132168553110991,0.5774791714464399,1998-01-10
10150.0,10165.0,10160.0,10145.0,10115.0,10155.0,10150.0,10140.0,10190.0,0.668153104781061,0.0,10152.5,21.5472901842834,-0.267950984349413,0.8490153628243159,1998-01-11
10175.0,10150.0,10165.0,10160.0,10145.0,10115.0,10155.0,10150.0,10140.0,0.652187923073728,-1.13941738443729,10147.5,15.3529894715748,-0.349525840443921,0.906185615754928,1998-01-12
10130.0,10175.0,10150.0,10165.0,10160.0,10145.0,10115.0,10155.0,10150.0,0.723232657027098,-0.9692348433988309,10151.875,17.715509750337,-0.28785194279997994,0.8820573524122081,1998-01-13
10090.0,10130.0,10175.0,10150.0,10165.0,10160.0,10145.0,10115.0,10155.0,0.7280306578805709,-0.546867406079067,10149.375,19.3533865622679,-0.46796685866144105,0.670697338409897,1998-01-14
10145.0,10090.0,10130.0,10175.0,10150.0,10165.0,10160.0,10145.0,10115.0,1.0004477278039399,-0.643130951474265,10141.25,28.2526863450944,0.0512482121144249,0.5717152047204561,1998-01-15
10195.0,10145.0,10090.0,10130.0,10175.0,10150.0,10165.0,10160.0,10145.0,0.901275362050923,-1.1163039192371298,10145.0,26.186146828319103,-0.17483764420326697,0.585711236299545,1998-01-16
10210.0,10195.0,10145.0,10090.0,10130.0,10175.0,10150.0,10165.0,10160.0,0.816447897352515,-0.6741553606155489,10151.25,31.594529363709196,-0.196066050764165,0.6916907194889229,1998-01-17
10165.0,10210.0,10195.0,10145.0,10090.0,10130.0,10175.0,10150.0,10165.0,0.8536913830652979,-0.357936581181975,10157.5,37.8908205996424,-0.0106417689657064,0.320310881236942,1998-01-18
10180.0,10165.0,10210.0,10195.0,10145.0,10090.0,10130.0,10175.0,10150.0,0.8738866125248471,-0.357936581181975,10157.5,37.8908205996424,-0.0106417689657067,0.26251556442914803,1998-01-19
10210.0,10180.0,10165.0,10210.0,10195.0,10145.0,10090.0,10130.0,10175.0,0.8073405643621979,-0.622409349510058,10161.25,38.5217934606966,0.0417590666116737,0.241145079010006,1998-01-20
10175.0,10210.0,10180.0,10165.0,10210.0,10195.0,10145.0,10090.0,10130.0,0.9829453788678679,-0.579017436999044,10165.625,42.125450400305205,-0.083476906695583,0.206107120560445,1998-01-21
10150.0,10175.0,10210.0,10180.0,10165.0,10210.0,10195.0,10145.0,10090.0,1.0988255468533599,-1.04180520120507,10171.25,39.6187185196954,-0.196357912420553,0.500487861674551,1998-01-22
10145.0,10150.0,10175.0,10210.0,10180.0,10165.0,10210.0,10195.0,10145.0,0.6715094744724519,0.0045620556639626,10178.75,25.0356888118884,-0.301404319256328,0.767893455759749,1998-01-23
10110.0,10145.0,10150.0,10175.0,10210.0,10180.0,10165.0,10210.0,10195.0,0.800757770453654,0.0045620556639626,10178.75,25.0356888118884,-0.301404319256329,0.49401339207269707,1998-01-24
10070.0,10110.0,10145.0,10150.0,10175.0,10210.0,10180.0,10165.0,10210.0,1.14617363876257,-0.262993669903228,10168.125,33.693736170731505,-0.349745371284194,0.422033415569553,1998-01-25
10095.0,10070.0,10110.0,10145.0,10150.0,10175.0,10210.0,10180.0,10165.0,1.60218266178202,-0.620456551290097,10150.625,43.7066111377084,0.06655343697352,0.132829840175224,1998-01-26
10130.0,10095.0,10070.0,10110.0,10145.0,10150.0,10175.0,10210.0,10180.0,1.76606296753984,-0.141898254663802,10141.875,47.27861945047529,0.17683235984856602,0.0528893721342181,1998-01-27
10130.0,10130.0,10095.0,10070.0,10110.0,10145.0,10150.0,10175.0,10210.0,1.79144607474473,0.186670290391014,10135.625,44.7562844749204,0.153571978121057,0.108118027423343,1998-01-28
10145.0,10130.0,10130.0,10095.0,10070.0,10110.0,10145.0,10150.0,10175.0,1.0516129156257,-0.259917422246514,10125.625,33.213325638966104,0.14683647331109398,0.16055830529793802,1998-01-29
10165.0,10145.0,10130.0,10130.0,10095.0,10070.0,10110.0,10145.0,10150.0,0.9247267033280121,-0.771120575790498,10121.875,28.1497906614901,0.16299252152089402,0.216924354237786,1998-01-30
10165.0,10165.0,10145.0,10130.0,10130.0,10095.0,10070.0,10110.0,10145.0,0.9799372265252649,-0.485532180102219,10123.75,30.676887530703397,0.17760181559433702,0.21930435343879504,1998-01-31
10155.0,10165.0,10165.0,10145.0,10130.0,10130.0,10095.0,10070.0,10110.0,1.24810241030311,-0.36925902460630394,10126.25,33.3541601603158,0.14893976676713902,0.0770998717435416,1998-02-01
10130.0,10155.0,10165.0,10165.0,10145.0,10130.0,10130.0,10095.0,10070.0,2.44074472759045,-0.7753471143714,10131.875,34.0102400545987,0.0100939822888793,0.10596995247461001,1998-02-02
